"count","day"
1251,"2018-29-01"
1758,"2018-30-01"
858,"2018-31-01"
1208,"2018-01-02"
841,"2018-02-02"
608,"2018-03-02"
612,"2018-04-02"
1318,"2018-05-02"
1014,"2018-06-02"
816,"2018-07-02"
681,"2018-08-02"
648,"2018-09-02"
218,"2018-10-02"
287,"2018-11-02"
457,"2018-12-02"
905,"2018-13-02"
1155,"2018-14-02"
383,"2018-15-02"
1047,"2018-16-02"
666,"2018-17-02"
1316,"2018-18-02"
1103,"2018-19-02"
1272,"2018-20-02"
1306,"2018-21-02"
1230,"2018-22-02"
1104,"2018-23-02"
554,"2018-24-02"
572,"2018-25-02"
781,"2018-26-02"
760,"2018-27-02"
725,"2018-28-02"
717,"2018-01-03"
633,"2018-02-03"
291,"2018-03-03"
739,"2018-04-03"
1568,"2018-05-03"
1698,"2018-06-03"
1193,"2018-07-03"
1001,"2018-08-03"
1190,"2018-09-03"
1061,"2018-10-03"
1228,"2018-11-03"
1233,"2018-12-03"
605,"2018-13-03"
1842,"2018-14-03"
1538,"2018-15-03"
808,"2018-16-03"
263,"2018-17-03"
373,"2018-18-03"
1194,"2018-19-03"
1114,"2018-20-03"
2663,"2018-21-03"
749,"2018-22-03"
1203,"2018-23-03"
1496,"2018-24-03"
2258,"2018-25-03"
1604,"2018-26-03"
999,"2018-27-03"
622,"2018-28-03"
1133,"2018-29-03"
1766,"2018-30-03"
1309,"2018-31-03"
222,"2018-01-04"
1184,"2018-02-04"
1353,"2018-03-04"
1154,"2018-04-04"
1239,"2018-05-04"
2305,"2018-06-04"
3130,"2018-07-04"
4803,"2018-08-04"
3028,"2018-09-04"
4298,"2018-10-04"
1597,"2018-11-04"
2975,"2018-12-04"
2143,"2018-13-04"
3006,"2018-14-04"
3386,"2018-15-04"
3097,"2018-16-04"
4099,"2018-17-04"
4567,"2018-18-04"
4576,"2018-19-04"
4399,"2018-20-04"
4121,"2018-21-04"
3241,"2018-22-04"
2879,"2018-23-04"
2944,"2018-24-04"
1955,"2018-25-04"
2066,"2018-26-04"
2880,"2018-27-04"
1729,"2018-28-04"
1909,"2018-29-04"
1077,"2018-30-04"
2020,"2018-01-05"
2920,"2018-02-05"
3047,"2018-03-05"
3459,"2018-04-05"
3698,"2018-05-05"
5698,"2018-06-05"
4344,"2018-07-05"
4831,"2018-08-05"
4387,"2018-09-05"
2055,"2018-10-05"
3096,"2018-11-05"
3528,"2018-12-05"
510,"2018-13-05"
3137,"2018-14-05"
3957,"2018-15-05"
2280,"2018-16-05"
2924,"2018-17-05"
2583,"2018-18-05"
2199,"2018-19-05"
4146,"2018-20-05"
4179,"2018-21-05"
2344,"2018-22-05"
2582,"2018-23-05"
2389,"2018-24-05"
3442,"2018-25-05"
3660,"2018-26-05"
2885,"2018-27-05"
3810,"2018-28-05"
2927,"2018-29-05"
3701,"2018-30-05"
4390,"2018-31-05"
722,"2018-01-06"
2335,"2018-02-06"
3998,"2018-03-06"
3898,"2018-04-06"
4092,"2018-05-06"
4564,"2018-06-06"
2990,"2018-07-06"
1930,"2018-08-06"
2895,"2018-09-06"
3141,"2018-10-06"
3047,"2018-11-06"
2045,"2018-12-06"
2643,"2018-13-06"
2582,"2018-14-06"
2771,"2018-15-06"
2284,"2018-16-06"
2585,"2018-17-06"
2736,"2018-18-06"
2882,"2018-19-06"
4488,"2018-20-06"
2310,"2018-21-06"
2013,"2018-22-06"
1543,"2018-23-06"
2226,"2018-24-06"
2509,"2018-25-06"
3738,"2018-26-06"
3873,"2018-27-06"
4102,"2018-28-06"
4141,"2018-29-06"
3323,"2018-30-06"
4310,"2018-01-07"
4096,"2018-02-07"
4467,"2018-03-07"
3544,"2018-04-07"
4063,"2018-05-07"
3404,"2018-06-07"
3345,"2018-07-07"
4507,"2018-08-07"
3601,"2018-09-07"
2309,"2018-10-07"
2572,"2018-11-07"
3481,"2018-12-07"
4187,"2018-13-07"
3346,"2018-14-07"
4303,"2018-15-07"
3982,"2018-16-07"
3510,"2018-17-07"
4047,"2018-18-07"
4955,"2018-19-07"
3493,"2018-20-07"
3600,"2018-21-07"
4039,"2018-22-07"
3379,"2018-23-07"
3827,"2018-24-07"
3545,"2018-25-07"
3282,"2018-26-07"
3232,"2018-27-07"
2097,"2018-28-07"
3502,"2018-29-07"
3479,"2018-30-07"
3543,"2018-31-07"
3270,"2018-01-08"
3415,"2018-02-08"
3185,"2018-03-08"
2579,"2018-04-08"
3620,"2018-05-08"
3249,"2018-06-08"
3281,"2018-07-08"
2284,"2018-08-08"
1960,"2018-09-08"
2829,"2018-10-08"
2468,"2018-11-08"
3982,"2018-12-08"
1384,"2018-13-08"
1937,"2018-14-08"
